date,country,channel,segment,campaign,marketing_spend,impressions,clicks,leads,sales_calls,discount_rate,conversions,revenue,gross_margin
2025-01-02,SG,SupplyHouse,Mid,None,12.87,1218,17,1,1,0.0391,1,2437.97,1117.36
2025-01-02,ANZ,Distributor,SMB,C,38.31,3394,70,5,1,0.0669,0,0.0,0.0
2025-01-02,TW,Direct,SMB,A,36.12,2991,59,7,1,0.1015,1,2134.35,1107.84
2025-01-02,TW,Direct,Enterprise,None,36.41,3610,64,5,2,0.0231,0,0.0,0.0
2025-01-02,HK,Ecommerce,SMB,None,8.46,633,16,1,3,0.0267,0,0.0,0.0
2025-01-02,KR,Distributor,SMB,B,128.57,9264,142,21,2,0.0325,1,2543.13,1365.47
2025-01-02,JP,Distributor,SMB,None,29.98,3041,38,2,0,0.0459,0,0.0,0.0
2025-01-02,KR,Distributor,SMB,C,121.34,8650,155,18,0,0.0436,0,0.0,0.0
2025-01-02,SG,Ecommerce,SMB,None,58.31,3713,71,5,1,0.0245,0,0.0,0.0
2025-01-02,SG,Direct,Mid,None,35.48,3425,82,5,2,0.0149,0,0.0,0.0
2025-01-02,JP,Direct,SMB,C,58.39,4770,60,6,1,0.1022,0,0.0,0.0
2025-01-02,JP,Distributor,Mid,None,12.24,1070,10,0,1,0.0916,0,0.0,0.0
2025-01-02,SG,SupplyHouse,Mid,None,173.25,15737,326,17,1,0.03,0,0.0,0.0
2025-01-02,JP,Direct,Mid,A,69.49,7086,124,13,9,0.1432,0,0.0,0.0
2025-01-02,JP,Direct,Enterprise,A,141.27,11295,127,8,4,0.0363,0,0.0,0.0
2025-01-02,TW,Direct,SMB,None,58.77,5593,136,14,2,0.0067,0,0.0,0.0
2025-01-02,JP,SupplyHouse,Mid,None,97.99,8403,109,9,0,0.0397,0,0.0,0.0
2025-01-02,ANZ,SupplyHouse,Mid,B,95.42,7814,54,5,3,0.0247,0,0.0,0.0
2025-01-02,ANZ,Direct,SMB,B,200.27,18254,438,50,3,0.0338,1,954.2,519.44
2025-01-02,TW,Distributor,Mid,None,62.29,4955,72,4,4,0.0394,0,0.0,0.0
2025-01-02,HK,Ecommerce,SMB,A,159.41,13847,221,28,2,0.0681,0,0.0,0.0
2025-01-02,SG,Direct,SMB,None,88.23,8301,204,13,3,0.078,0,0.0,0.0
2025-01-02,SG,Distributor,SMB,A,46.17,4364,46,6,2,0.0586,0,0.0,0.0
2025-01-02,JP,Ecommerce,SMB,None,19.07,1391,39,1,2,0.0523,0,0.0,0.0
2025-01-02,ANZ,SupplyHouse,SMB,C,74.88,6381,112,13,1,0.0359,0,0.0,0.0
2025-01-02,ANZ,SupplyHouse,Mid,None,42.77,3949,74,4,1,0.0562,0,0.0,0.0
2025-01-02,JP,Distributor,SMB,None,96.93,8994,106,6,0,0.05,0,0.0,0.0
2025-01-02,ANZ,Direct,Mid,A,153.26,13532,487,50,2,0.0789,0,0.0,0.0
2025-01-02,HK,Ecommerce,Enterprise,B,46.31,4058,82,8,2,0.0838,0,0.0,0.0
2025-01-02,HK,Distributor,Mid,C,63.05,4901,87,10,2,0.0627,0,0.0,0.0
2025-01-02,KR,Direct,SMB,B,47.08,3902,45,5,4,0.0568,0,0.0,0.0
2025-01-02,ANZ,Direct,Enterprise,B,3.92,316,5,0,4,0.0733,1,1141.37,574.65
2025-01-02,KR,Direct,SMB,None,123.35,10530,220,12,1,0.0097,0,0.0,0.0
2025-01-02,JP,Ecommerce,Mid,None,10.15,917,19,0,0,0.0599,1,1909.42,885.53
2025-01-02,ANZ,Ecommerce,SMB,None,44.98,3508,84,6,0,0.0218,0,0.0,0.0
2025-01-02,HK,Direct,Mid,None,35.24,1756,28,1,3,0.0256,0,0.0,0.0
2025-01-02,HK,Ecommerce,SMB,B,96.65,5816,105,13,1,0.0521,0,0.0,0.0
2025-01-02,JP,SupplyHouse,Enterprise,A,217.13,18435,282,24,2,0.016,1,3488.32,1736.46
2025-01-02,KR,Direct,Enterprise,None,59.01,5388,112,2,1,0.0074,0,0.0,0.0
2025-01-03,KR,Distributor,SMB,None,42.88,3813,45,4,0,0.0637,0,0.0,0.0
2025-01-03,ANZ,Direct,Enterprise,None,55.36,5165,130,8,1,0.1297,1,5907.55,2707.7
2025-01-03,KR,Distributor,SMB,A,176.37,13902,181,19,3,0.0303,0,0.0,0.0
2025-01-03,SG,Direct,Mid,None,53.71,4401,78,5,3,0.0477,0,0.0,0.0
2025-01-03,HK,Distributor,Enterprise,A,55.16,4995,86,7,2,0.0449,0,0.0,0.0
2025-01-03,KR,Distributor,SMB,None,69.29,6688,164,13,3,0.094,0,0.0,0.0
2025-01-03,KR,SupplyHouse,SMB,None,84.7,6541,111,8,0,0.0809,0,0.0,0.0
2025-01-03,ANZ,Distributor,SMB,None,4.82,378,7,0,1,0.0437,0,0.0,0.0
2025-01-03,ANZ,SupplyHouse,SMB,None,61.03,5842,96,8,0,0.0271,0,0.0,0.0
2025-01-03,ANZ,Ecommerce,Mid,None,43.25,3325,66,6,0,0.0358,1,5827.36,3128.3
2025-01-03,ANZ,Ecommerce,Mid,A,289.59,24316,563,64,3,0.14,0,0.0,0.0
2025-01-03,ANZ,Direct,SMB,None,18.24,1407,25,0,2,0.0099,0,0.0,0.0
2025-01-03,SG,Direct,Mid,None,0.94,200,4,0,3,0.0842,1,1043.95,508.9
2025-01-03,ANZ,Direct,SMB,None,52.47,3282,68,4,2,0.0253,0,0.0,0.0
2025-01-03,KR,Ecommerce,Mid,None,32.25,2878,66,3,0,0.0411,0,0.0,0.0
2025-01-03,TW,Distributor,Mid,None,38.3,3661,34,2,1,0.0417,0,0.0,0.0
2025-01-03,TW,Ecommerce,Mid,None,14.55,1324,21,1,1,0.0193,0,0.0,0.0
2025-01-03,HK,Distributor,Enterprise,None,65.62,6850,105,3,0,0.0801,0,0.0,0.0
2025-01-03,KR,Direct,Enterprise,None,29.0,2534,41,2,2,0.0188,0,0.0,0.0
2025-01-03,HK,SupplyHouse,SMB,B,93.77,8242,96,13,2,0.0861,0,0.0,0.0
2025-01-03,KR,Distributor,SMB,None,21.3,1643,21,1,1,0.0925,0,0.0,0.0
2025-01-03,KR,Distributor,Enterprise,None,71.47,5664,97,3,0,0.0164,1,8275.38,3814.13
2025-01-03,TW,Distributor,Mid,None,69.28,6113,103,6,0,0.0223,0,0.0,0.0
2025-01-03,HK,SupplyHouse,SMB,None,23.38,2069,26,2,0,0.114,0,0.0,0.0
2025-01-03,ANZ,SupplyHouse,SMB,A,118.95,9890,120,17,0,0.0657,0,0.0,0.0
2025-01-03,JP,Direct,Enterprise,None,55.31,3838,78,1,5,0.129,0,0.0,0.0
2025-01-03,ANZ,Direct,SMB,None,53.49,4539,90,12,2,0.0515,0,0.0,0.0
2025-01-03,ANZ,Direct,SMB,None,43.06,3205,63,3,2,0.0792,0,0.0,0.0
2025-01-03,ANZ,Distributor,SMB,None,19.38,1544,20,1,0,0.052,0,0.0,0.0
2025-01-03,TW,Direct,Mid,None,49.39,4120,52,4,1,0.077,0,0.0,0.0
2025-01-03,SG,Direct,Enterprise,B,67.54,5366,103,7,2,0.016,1,3266.39,1693.18
2025-01-03,HK,Distributor,Mid,A,328.83,26345,290,37,1,0.0361,0,0.0,0.0
2025-01-03,KR,Direct,Enterprise,A,41.71,3113,62,5,2,0.0558,0,0.0,0.0
2025-01-04,ANZ,Distributor,SMB,None,20.5,1759,28,2,0,0.0646,0,0.0,0.0
2025-01-04,ANZ,Direct,Mid,None,20.6,1492,22,1,5,0.0999,0,0.0,0.0
2025-01-04,ANZ,Direct,Enterprise,None,26.89,1743,25,1,4,0.0381,0,0.0,0.0
2025-01-04,KR,Distributor,Mid,A,362.92,26828,396,30,1,0.0381,0,0.0,0.0
2025-01-04,ANZ,SupplyHouse,Enterprise,None,66.56,6031,88,4,2,0.0227,0,0.0,0.0
2025-01-04,ANZ,SupplyHouse,Mid,None,13.35,1130,18,1,1,0.0972,0,0.0,0.0
2025-01-04,TW,Direct,Mid,B,66.88,5785,137,13,6,0.0552,0,0.0,0.0
2025-01-04,KR,Ecommerce,SMB,None,114.93,8965,154,9,0,0.0866,0,0.0,0.0
2025-01-04,TW,Distributor,Mid,None,35.28,2942,38,2,2,0.0548,1,1488.91,667.34
2025-01-04,KR,Direct,SMB,None,68.94,6789,126,16,4,0.0674,0,0.0,0.0
2025-01-04,KR,Distributor,SMB,None,21.26,1749,32,1,1,0.0628,0,0.0,0.0
2025-01-04,JP,SupplyHouse,Mid,B,404.99,42497,388,35,0,0.0554,0,0.0,0.0
2025-01-04,ANZ,Direct,SMB,None,103.4,8516,70,3,5,0.034,1,737.9,361.09
2025-01-04,SG,SupplyHouse,SMB,None,14.0,1132,19,1,0,0.0333,0,0.0,0.0
2025-01-04,JP,Direct,SMB,B,182.19,13882,265,30,2,0.0379,0,0.0,0.0
2025-01-04,HK,Direct,Enterprise,B,31.1,2778,35,2,2,0.0681,0,0.0,0.0
2025-01-04,SG,Direct,Mid,None,24.0,1966,26,0,1,0.0901,1,1269.8,630.73
2025-01-04,HK,Direct,Mid,C,100.58,7450,150,18,5,0.0143,1,5962.65,3490.72
2025-01-04,JP,Distributor,SMB,C,30.61,2686,39,4,4,0.0173,1,1548.3,717.29
2025-01-04,JP,Distributor,SMB,None,71.87,5112,82,6,1,0.0567,1,1824.5,882.39
2025-01-04,KR,Ecommerce,Mid,B,149.17,9571,229,25,0,0.0465,0,0.0,0.0
2025-01-04,JP,Distributor,Mid,None,42.71,3328,47,3,1,0.0454,0,0.0,0.0
2025-01-04,TW,Distributor,Mid,None,22.4,1830,25,2,0,0.0449,0,0.0,0.0
2025-01-05,KR,Distributor,Enterprise,A,106.0,9377,135,11,0,0.058,0,0.0,0.0
2025-01-05,JP,Distributor,SMB,A,284.92,24055,423,41,0,0.0537,0,0.0,0.0
2025-01-05,SG,Ecommerce,SMB,A,222.07,17383,423,47,3,0.0497,0,0.0,0.0
2025-01-05,ANZ,Distributor,Enterprise,C,225.62,22662,406,31,4,0.0785,0,0.0,0.0
2025-01-05,ANZ,SupplyHouse,Mid,None,39.67,3118,45,3,1,0.0166,0,0.0,0.0
2025-01-05,ANZ,SupplyHouse,SMB,None,41.12,3680,62,5,2,0.0185,0,0.0,0.0
2025-01-05,SG,SupplyHouse,Mid,None,22.35,1623,29,2,1,0.0884,0,0.0,0.0
2025-01-05,TW,SupplyHouse,Mid,None,45.36,3922,50,2,2,0.1175,0,0.0,0.0
2025-01-05,KR,Direct,SMB,B,558.55,42491,729,69,5,0.1117,0,0.0,0.0
2025-01-05,ANZ,SupplyHouse,SMB,None,25.09,2020,41,3,0,0.0431,0,0.0,0.0
2025-01-05,KR,SupplyHouse,Enterprise,A,157.15,14823,249,30,1,0.0341,1,4490.07,2272.81
2025-01-05,TW,SupplyHouse,SMB,B,141.03,11524,175,23,0,0.0279,0,0.0,0.0
2025-01-05,SG,Distributor,Enterprise,None,22.33,1960,27,2,2,0.0564,0,0.0,0.0
2025-01-05,KR,Direct,SMB,C,226.7,16110,336,50,2,0.0401,1,3160.72,1576.45
2025-01-05,JP,SupplyHouse,Enterprise,None,61.91,5461,113,3,1,0.0311,0,0.0,0.0
2025-01-05,JP,Ecommerce,SMB,B,127.47,10375,184,21,1,0.1173,0,0.0,0.0
2025-01-05,ANZ,SupplyHouse,SMB,None,41.33,4048,63,6,0,0.0367,0,0.0,0.0
2025-01-05,HK,Direct,Enterprise,None,37.59,3399,39,3,3,0.0194,1,2041.93,1009.39
2025-01-05,SG,Direct,SMB,A,357.86,28413,438,41,4,0.0196,0,0.0,0.0
2025-01-05,HK,SupplyHouse,SMB,None,33.89,3225,54,2,3,0.0088,0,0.0,0.0
2025-01-05,ANZ,Direct,Mid,A,50.64,4334,79,8,0,0.0426,0,0.0,0.0
2025-01-05,SG,Direct,SMB,None,76.5,6171,97,6,3,0.0411,0,0.0,0.0
2025-01-06,TW,Ecommerce,SMB,C,83.36,7042,178,19,0,0.0295,0,0.0,0.0
2025-01-06,KR,SupplyHouse,SMB,None,56.61,5603,100,9,2,0.0742,0,0.0,0.0
2025-01-06,KR,Direct,Enterprise,A,141.03,12315,201,7,8,0.0289,1,2085.78,1091.39
2025-01-06,ANZ,Distributor,Mid,None,26.0,2179,45,2,0,0.1025,0,0.0,0.0
2025-01-06,ANZ,Distributor,Enterprise,None,12.97,987,16,0,1,0.0492,0,0.0,0.0
2025-01-06,TW,Direct,Enterprise,None,104.06,9449,183,12,4,0.0433,1,2016.49,1069.33
2025-01-06,JP,SupplyHouse,Mid,None,54.95,5194,67,2,1,0.0495,0,0.0,0.0
2025-01-06,ANZ,Direct,SMB,None,35.83,2685,31,1,1,0.0239,0,0.0,0.0
2025-01-06,SG,Direct,Enterprise,B,54.09,4862,107,11,3,0.0591,0,0.0,0.0
2025-01-06,SG,Ecommerce,SMB,B,340.45,31807,660,68,3,0.0255,0,0.0,0.0
2025-01-06,HK,Ecommerce,SMB,A,134.81,10481,221,32,1,0.103,0,0.0,0.0
2025-01-06,ANZ,Direct,SMB,B,226.38,15790,328,47,3,0.0405,0,0.0,0.0
2025-01-06,TW,Direct,SMB,None,19.01,1565,36,1,4,0.0358,0,0.0,0.0
2025-01-06,KR,Ecommerce,SMB,B,115.67,10716,236,28,1,0.088,0,0.0,0.0
2025-01-06,KR,Direct,SMB,B,68.36,6195,68,9,1,0.0373,0,0.0,0.0
2025-01-06,TW,Ecommerce,Enterprise,None,29.85,2387,69,5,1,0.0296,0,0.0,0.0
2025-01-06,SG,Ecommerce,Mid,None,52.87,4943,105,4,2,0.0544,1,1334.95,690.67
2025-01-06,KR,Ecommerce,SMB,C,124.22,8490,165,21,0,0.0933,0,0.0,0.0
2025-01-06,JP,Ecommerce,SMB,None,31.11,2869,77,7,0,0.0354,0,0.0,0.0
2025-01-06,ANZ,Direct,SMB,B,,21270,240,21,1,0.044,0,0.0,0.0
2025-01-06,JP,Distributor,Mid,None,56.55,3975,59,4,3,0.0324,0,0.0,0.0
2025-01-06,JP,Direct,SMB,C,225.28,18033,279,39,1,0.0472,0,0.0,0.0
2025-01-06,TW,SupplyHouse,Enterprise,B,62.45,5240,105,7,3,0.0842,0,0.0,0.0
2025-01-06,TW,Distributor,SMB,A,141.52,12393,218,27,2,0.0781,0,0.0,0.0
2025-01-06,KR,Direct,SMB,C,175.07,14444,242,22,1,0.0273,0,0.0,0.0
2025-01-06,ANZ,Direct,Enterprise,None,121.55,11497,237,22,3,0.0504,0,0.0,0.0
2025-01-06,SG,Distributor,SMB,A,25.47,2139,47,4,0,0.0376,0,0.0,0.0
2025-01-06,SG,Direct,Mid,B,195.27,17124,176,12,3,0.085,0,0.0,0.0
2025-01-06,KR,Direct,SMB,None,160.57,15848,385,26,3,0.0633,0,0.0,0.0
2025-01-06,TW,Distributor,SMB,B,31.05,2809,54,7,0,0.0439,0,0.0,0.0
2025-01-06,ANZ,Ecommerce,SMB,A,80.47,7555,168,26,1,0.038,0,0.0,0.0
2025-01-06,TW,Direct,SMB,None,43.01,2979,57,4,3,0.0829,0,0.0,0.0
2025-01-06,JP,Direct,SMB,None,27.84,1876,29,2,3,0.0614,0,0.0,0.0
2025-01-06,JP,Direct,SMB,None,120.74,11575,179,18,5,0.0723,0,0.0,0.0
2025-01-06,KR,Direct,Mid,None,2.93,231,3,0,4,0.0375,0,0.0,0.0
2025-01-06,TW,Direct,Enterprise,C,307.66,30913,775,77,3,0.0535,0,0.0,0.0
2025-01-07,SG,Direct,SMB,None,63.74,5839,139,11,2,0.0278,0,0.0,0.0
2025-01-07,HK,Ecommerce,SMB,A,97.38,8594,202,24,1,0.0726,0,0.0,0.0
2025-01-07,KR,Ecommerce,Mid,None,151.27,13495,326,24,1,0.0569,0,0.0,0.0
2025-01-07,ANZ,Direct,SMB,None,60.88,5827,127,11,4,0.0417,1,2046.26,1178.41
2025-01-07,ANZ,Distributor,Enterprise,A,109.94,7765,76,5,3,0.0816,1,2147.5,959.56
2025-01-07,ANZ,Distributor,SMB,None,43.26,4082,67,3,0,0.027,0,0.0,0.0
2025-01-07,ANZ,Ecommerce,Enterprise,C,158.84,12020,267,16,0,0.1099,0,0.0,0.0
2025-01-07,SG,Ecommerce,Mid,None,109.38,8495,181,13,2,0.0245,0,0.0,0.0
2025-01-07,ANZ,Distributor,SMB,C,27.39,2068,26,3,2,0.0342,0,0.0,0.0
2025-01-07,KR,Direct,Mid,A,223.0,23091,280,27,2,0.0199,1,2172.86,1196.48
2025-01-07,HK,Distributor,Enterprise,C,61.39,6260,59,4,2,0.0958,0,0.0,0.0
2025-01-07,ANZ,Direct,Mid,None,51.27,4133,61,3,5,0.1248,1,2200.04,974.72
2025-01-07,KR,Distributor,Mid,None,72.43,6828,102,6,1,0.0419,0,0.0,0.0
2025-01-07,ANZ,Direct,Mid,None,68.22,6813,126,9,3,0.0409,0,0.0,0.0
2025-01-07,SG,Ecommerce,Enterprise,B,143.94,11594,221,20,1,0.1114,0,0.0,0.0
2025-01-07,KR,Direct,Mid,None,30.99,2405,51,3,4,0.0387,0,0.0,0.0
2025-01-07,HK,SupplyHouse,Enterprise,None,47.51,3858,75,0,4,0.0242,0,0.0,0.0
2025-01-07,TW,Direct,SMB,None,136.13,12195,208,15,4,0.0723,0,0.0,0.0
2025-01-07,HK,Direct,Mid,C,48.79,4247,81,10,6,0.086,0,0.0,0.0
2025-01-07,HK,Direct,SMB,B,84.81,7194,119,14,8,0.1087,1,1174.09,587.53
2025-01-07,SG,Distributor,SMB,A,196.33,18857,309,22,1,0.0724,0,0.0,0.0
2025-01-07,JP,SupplyHouse,SMB,None,55.99,4598,78,6,0,0.0425,0,0.0,0.0
2025-01-07,ANZ,Distributor,Mid,None,15.15,1549,33,1,0,0.0659,1,2874.15,1354.04
2025-01-07,KR,SupplyHouse,Mid,B,193.01,13421,329,30,1,0.0902,0,0.0,0.0
2025-01-07,ANZ,Direct,Enterprise,A,195.64,18424,175,16,6,0.0821,0,0.0,0.0
2025-01-07,KR,Direct,Mid,B,240.78,17576,430,38,0,0.0652,0,0.0,0.0
2025-01-07,JP,Direct,Mid,None,138.3,11733,110,6,3,0.0355,0,0.0,0.0
2025-01-07,HK,Direct,Enterprise,None,42.66,3669,82,2,4,0.0765,0,0.0,0.0
2025-01-07,KR,Direct,SMB,None,24.97,1847,31,1,8,0.0607,0,0.0,0.0
2025-01-07,JP,Direct,SMB,C,184.37,19358,349,42,2,0.0317,0,0.0,0.0
2025-01-08,HK,Ecommerce,SMB,None,19.9,1604,32,1,4,0.046,0,0.0,0.0
2025-01-08,JP,Direct,Mid,None,48.46,3437,39,1,4,0.0755,1,2545.99,1342.34
2025-01-08,SG,Direct,SMB,None,5.51,491,10,0,2,0.0434,1,1785.81,943.34
2025-01-08,JP,Distributor,SMB,B,526.14,46337,742,94,0,0.0457,0,0.0,0.0
2025-01-08,HK,Distributor,Mid,A,326.6,24943,317,40,2,0.1048,0,0.0,0.0
2025-01-08,SG,Distributor,Enterprise,A,40.71,3551,55,2,0,0.0562,0,0.0,0.0
2025-01-08,KR,Ecommerce,Mid,None,59.06,4422,98,3,1,0.0192,0,0.0,0.0
2025-01-08,JP,Ecommerce,SMB,None,48.11,4396,105,13,2,0.0597,0,0.0,0.0
2025-01-08,HK,Direct,Enterprise,C,21.41,1807,31,2,3,0.0256,0,0.0,0.0
2025-01-08,HK,Distributor,SMB,None,44.04,3695,59,4,0,0.0414,1,1909.97,878.54
2025-01-08,ANZ,SupplyHouse,Mid,None,17.59,1248,23,1,2,0.0318,1,1099.6,572.81
2025-01-08,TW,Direct,SMB,None,116.3,8718,130,11,3,0.0558,0,0.0,0.0
2025-01-08,JP,Ecommerce,SMB,None,119.61,11588,233,24,1,0.0445,1,1934.73,1006.28
2025-01-08,JP,Distributor,SMB,B,164.97,14393,229,32,0,0.035,0,0.0,0.0
2025-01-08,HK,Distributor,Mid,C,30.86,2149,26,2,1,0.0546,1,2934.33,1443.14
2025-01-08,TW,Ecommerce,SMB,None,31.02,2987,58,5,1,0.1223,0,0.0,0.0
2025-01-08,HK,Direct,SMB,None,30.46,2819,52,2,2,0.1227,0,0.0,0.0
2025-01-08,TW,Direct,Enterprise,A,119.71,11656,208,14,4,0.1072,0,0.0,0.0
2025-01-08,TW,Ecommerce,SMB,None,38.23,2866,49,3,0,0.0471,0,0.0,0.0
2025-01-08,KR,SupplyHouse,Mid,A,42.57,3213,35,3,2,0.06,0,0.0,0.0
2025-01-08,SG,Ecommerce,Mid,None,67.94,4688,93,3,1,0.0598,0,0.0,0.0
2025-01-08,JP,Distributor,Mid,None,27.57,1936,36,3,1,0.1058,0,0.0,0.0
2025-01-08,SG,Ecommerce,SMB,B,162.33,14557,212,23,0,0.0384,0,0.0,0.0
2025-01-08,TW,Ecommerce,Mid,A,8.65,865,21,2,0,0.0614,0,0.0,0.0
2025-01-08,JP,Ecommerce,Mid,None,137.51,11286,212,21,1,0.0994,0,0.0,0.0
2025-01-08,HK,Direct,Mid,C,47.39,3836,54,6,3,0.024,0,0.0,0.0
2025-01-08,KR,Direct,SMB,A,259.67,21163,339,44,3,0.0476,0,0.0,0.0
2025-01-08,JP,SupplyHouse,SMB,B,18.94,1860,36,3,1,0.085,0,0.0,0.0
2025-01-08,ANZ,Direct,SMB,None,10.19,871,14,1,1,0.036,0,0.0,0.0
2025-01-08,KR,Ecommerce,Mid,A,73.56,6159,175,22,2,0.0345,0,0.0,0.0
2025-01-09,ANZ,Direct,Enterprise,None,32.74,2743,47,2,6,0.028,0,0.0,0.0
2025-01-09,SG,Direct,Mid,C,31.53,3080,40,3,3,0.0474,0,0.0,0.0
2025-01-09,JP,Direct,SMB,B,63.78,5929,137,18,2,0.0568,0,0.0,0.0
2025-01-09,TW,Direct,Enterprise,A,205.49,14903,239,27,4,0.0279,0,0.0,0.0
2025-01-09,SG,SupplyHouse,SMB,B,29.85,2730,57,6,2,0.1362,0,0.0,0.0
2025-01-09,HK,SupplyHouse,SMB,None,4.72,417,4,0,1,0.0538,0,0.0,0.0
2025-01-09,JP,SupplyHouse,Enterprise,None,35.57,2766,37,1,1,0.0457,0,0.0,0.0
2025-01-09,ANZ,Direct,Mid,None,7.51,658,11,1,1,0.0852,0,0.0,0.0
2025-01-09,SG,Ecommerce,SMB,B,155.93,14529,323,39,3,0.0616,0,0.0,0.0
2025-01-09,JP,Ecommerce,Mid,B,240.97,23610,599,73,1,0.0825,0,0.0,0.0
2025-01-09,SG,Ecommerce,Enterprise,None,71.72,6206,128,8,1,0.0777,0,0.0,0.0
2025-01-09,HK,Direct,Mid,None,21.43,1650,39,1,2,0.0697,0,0.0,0.0
2025-01-09,KR,Direct,Mid,B,169.54,12928,179,18,1,0.0317,0,0.0,0.0
2025-01-09,SG,Direct,Mid,A,134.72,11444,226,16,2,0.0223,0,0.0,0.0
2025-01-09,JP,SupplyHouse,Enterprise,C,224.89,20262,286,22,4,0.0772,0,0.0,0.0
2025-01-09,SG,SupplyHouse,Mid,None,21.52,1466,17,1,2,0.0396,0,0.0,0.0
2025-01-09,HK,Direct,Enterprise,None,23.46,1661,27,1,4,0.0397,0,0.0,0.0
2025-01-09,TW,Direct,SMB,None,121.11,11378,179,19,2,0.0392,0,0.0,0.0
2025-01-09,JP,Ecommerce,Mid,A,136.6,11451,228,23,2,0.0442,0,0.0,0.0
2025-01-09,KR,Distributor,Mid,None,27.41,2533,31,3,1,0.0413,0,0.0,0.0
2025-01-09,TW,Ecommerce,SMB,A,36.21,3244,72,9,1,0.1018,1,1242.97,642.01
2025-01-09,ANZ,Distributor,SMB,None,12.73,1039,16,0,0,0.0217,1,751.1,361.99
2025-01-09,TW,Ecommerce,Mid,A,139.98,9826,277,29,2,0.0535,1,1108.06,513.3
2025-01-09,HK,SupplyHouse,Mid,A,53.71,4625,66,8,0,0.1043,1,1886.42,860.35
2025-01-09,TW,Direct,Enterprise,B,216.19,15514,328,20,3,0.0834,1,1136.49,550.0
2025-01-09,JP,Ecommerce,Mid,None,15.89,1328,35,2,3,0.0486,0,0.0,0.0
2025-01-09,SG,SupplyHouse,Mid,None,14.29,1209,25,2,1,0.0624,0,0.0,0.0
2025-01-09,HK,Ecommerce,Mid,None,15.96,1332,29,2,1,0.0352,0,0.0,0.0
2025-01-09,ANZ,Distributor,Mid,A,123.66,10576,192,20,0,0.0657,1,1601.08,738.87
2025-01-09,SG,Distributor,SMB,None,40.21,4384,64,2,0,0.0065,0,0.0,0.0
2025-01-09,JP,Direct,SMB,None,16.13,1627,36,2,2,0.1462,0,0.0,0.0
2025-01-09,HK,Distributor,SMB,C,17.37,1754,20,2,1,0.1025,0,0.0,0.0
2025-01-09,TW,Ecommerce,Mid,B,73.47,5896,139,11,3,0.079,0,0.0,0.0
